header,taxon,protein,sp,description,vog,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,filt,viral.family
2231347.YP_009880663.1 sigma factor for late transcription [Salmonella phage S118],2231347,YP_009880663.1,Salmonella phage S118, sigma factor for late transcription,VOG05673,Salmonella phage S118,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049437,NA,NA,NA,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2231347.YP_009880663.1,Ackermannviridae
2267236.YP_009618125.1 sigma factor for late transcription [Citrobacter phage CF1 ERZ-2017],2267236,YP_009618125.1,Citrobacter phage CF1 ERZ-2017, sigma factor for late transcription,VOG05673,Citrobacter phage CF1 ERZ-2017,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Moonvirus; Citrobacter virus CF1,NC_042067,NA,NA,NA,546,Citrobacter freundii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Citrobacter; Citrobacter freundii complex,NA,RefSeq,NA,NA,1,2267236.YP_009618125.1,Myoviridae
2267403.YP_009838256.1 RNA polymerase binding protein [Vibrio phage YC],2267403,YP_009838256.1,Vibrio phage YC, RNA polymerase binding protein,VOG05673,Vibrio phage YC,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048709,NA,NA,NA,909421,Vibrio coralliilyticus P1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio coralliilyticus,NA,"NCBI Virus, RefSeq",NA,NA,1,2267403.YP_009838256.1,Ackermannviridae
2268578.YP_009810928.1 RNA polymerase sigma factor for late transcription [Synechococcus phage S-T4],2268578,YP_009810928.1,Synechococcus phage S-T4, RNA polymerase sigma factor for late transcription,VOG05673,Synechococcus phage S-T4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tamkungvirus; Synechococcus virus ST4,NC_048049,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,2268578.YP_009810928.1,Myoviridae
2269366.YP_009880881.1 sigma factor [Acinetobacter phage vB_ApiM_fHyAci03],2269366,YP_009880881.1,Acinetobacter phage vB_ApiM_fHyAci03, sigma factor,VOG05673,Acinetobacter phage vB_ApiM_fHyAci03,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_049438,NA,NA,NA,48296,Acinetobacter pittii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2269366.YP_009880881.1,Myoviridae
227470.NP_943911.1 RNA polymerase sigma factor [Aeromonas virus Aeh1 (Aeh1)],227470,NP_943911.1,Aeromonas virus Aeh1 (Aeh1), RNA polymerase sigma factor,VOG05673,Aeromonas virus Aeh1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae,NC_005260,NA,NA,NA,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA,1,227470.NP_943911.1,Myoviridae
2301647.YP_009881404.1 sigma factor for late transcription [Salmonella phage SenALZ1],2301647,YP_009881404.1,Salmonella phage SenALZ1, sigma factor for late transcription,VOG05673,Salmonella phage SenALZ1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049440,NA,NA,NA,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2301647.YP_009881404.1,Ackermannviridae
2301648.YP_009881205.1 sigma factor for late transcription [Salmonella phage SenASZ3],2301648,YP_009881205.1,Salmonella phage SenASZ3, sigma factor for late transcription,VOG05673,Salmonella phage SenASZ3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049439,NA,NA,NA,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2301648.YP_009881205.1,Ackermannviridae
2301662.YP_009881592.1 sigma factor [Acinetobacter phage KARL-1],2301662,YP_009881592.1,Acinetobacter phage KARL-1, sigma factor,VOG05673,Acinetobacter phage KARL-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_049441,NA,NA,NA,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2301662.YP_009881592.1,Myoviridae
233894.YP_656283.1 RNA polymerase sigma factor [Aeromonas virus 25],233894,YP_656283.1,Aeromonas virus 25, RNA polymerase sigma factor,VOG05673,Aeromonas virus 25,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tulanevirus,NC_008208,NA,NA,NA,645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA,1,233894.YP_656283.1,Myoviridae
238854.YP_195148.1 Sigma factor for late transcription [Synechococcus phage S-PM2],238854,YP_195148.1,Synechococcus phage S-PM2, Sigma factor for late transcription,VOG05673,Synechococcus phage S-PM2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_006820,NA,NA,NA,1129,Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,NA,"NCBI Virus, UniProt",NA,NA,2,238854.YP_195148.1,Myoviridae
2419752.YP_009881843.1 hypothetical protein [Salmonella phage SeSz-1],2419752,YP_009881843.1,Salmonella phage SeSz-1, hypothetical protein,VOG05673,Salmonella phage SeSz-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049443,NA,NA,NA,28901,Salmonella enterica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2419752.YP_009881843.1,Ackermannviridae
2419930.YP_009841979.1 putative late transcription sigma factor [Serratia phage vB_SmaA_3M],2419930,YP_009841979.1,Serratia phage vB_SmaA_3M, putative late transcription sigma factor,VOG05673,Serratia phage vB_SmaA_3M,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048736,NA,NA,NA,615,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Serratia,NA,"NCBI Virus, RefSeq",NA,NA,1,2419930.YP_009841979.1,Ackermannviridae
2484640.YP_009816059.1 RNA polymerase sigma factor for late transcription [Synechococcus phage S-P4],2484640,YP_009816059.1,Synechococcus phage S-P4, RNA polymerase sigma factor for late transcription,VOG05673,Synechococcus phage S-P4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Leucotheavirus; Synechococcus virus SP4,NC_048102,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,2484640.YP_009816059.1,Myoviridae
2500827.YP_009882304.1 RNA polymerase sigma factor for late transcription [Acinetobacter phage AbTZA1],2500827,YP_009882304.1,Acinetobacter phage AbTZA1, RNA polymerase sigma factor for late transcription,VOG05673,Acinetobacter phage AbTZA1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_049445,NA,NA,NA,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2500827.YP_009882304.1,Myoviridae
2508194.YP_009822590.1 hypothetical protein [Escherichia phage vB_EcoM_KWBSE43-6],2508194,YP_009822590.1,Escherichia phage vB_EcoM_KWBSE43-6, hypothetical protein,VOG05673,Escherichia phage vB_EcoM_KWBSE43-6,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Taipeivirus; Escherichia virus KWBSE43-6,NC_048186,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,2508194.YP_009822590.1,Ackermannviridae
2530042.YP_009882904.1 hypothetical protein [Shigella phage MK-13],2530042,YP_009882904.1,Shigella phage MK-13, hypothetical protein,VOG05673,Shigella phage MK-13,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Aglimvirinae; Agtrevirus; unclassified Agtrevirus,NC_049455,NA,NA,NA,621,Shigella boydii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Shigella,NA,"NCBI Virus, RefSeq",NA,NA,1,2530042.YP_009882904.1,Ackermannviridae
2555548.YP_009844374.1 hypothetical protein [Stenotrophomonas phage YB07],2555548,YP_009844374.1,Stenotrophomonas phage YB07, hypothetical protein,VOG05673,Stenotrophomonas phage YB07,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048755,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA,1,2555548.YP_009844374.1,Ackermannviridae
2584487.YP_009845829.1 hypothetical protein [Vibrio phage VAP7],2584487,YP_009845829.1,Vibrio phage VAP7, hypothetical protein,VOG05673,Vibrio phage VAP7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048765,NA,NA,NA,662,Vibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NCBI Virus,NA,NA,1,2584487.YP_009845829.1,Ackermannviridae
2587809.YP_009850249.1 RNA polymerase sigma factor [Klebsiella phage Marfa],2587809,YP_009850249.1,Klebsiella phage Marfa, RNA polymerase sigma factor,VOG05673,Klebsiella phage Marfa,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_048798,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,"NCBI Virus, RefSeq",NA,NA,1,2587809.YP_009850249.1,Myoviridae
2589660.YP_009883537.1 sigma factor for late transcription [Klebsiella phage Magnus],2589660,YP_009883537.1,Klebsiella phage Magnus, sigma factor for late transcription,VOG05673,Klebsiella phage Magnus,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Taipeivirus; unclassified Taipeivirus,NC_049462,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,"NCBI Virus, RefSeq",NA,NA,1,2589660.YP_009883537.1,Ackermannviridae
2592196.YP_009890048.1 sigma factor involved in late transcription [Salmonella phage SE14],2592196,YP_009890048.1,Salmonella phage SE14, sigma factor involved in late transcription,VOG05673,Salmonella phage SE14,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049512,NA,NA,NA,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2592196.YP_009890048.1,Ackermannviridae
2592220.YP_009883222.1 sigma factor involved in late transcription [Salmonella phage SS9],2592220,YP_009883222.1,Salmonella phage SS9, sigma factor involved in late transcription,VOG05673,Salmonella phage SS9,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; unclassified Kuttervirus,NC_049458,NA,NA,NA,599,Salmonella sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,"NCBI Virus, RefSeq",NA,NA,1,2592220.YP_009883222.1,Ackermannviridae
260149.YP_004300873.1 RNA polymerase sigma factor [Aeromonas virus 65],260149,YP_004300873.1,Aeromonas virus 65, RNA polymerase sigma factor,VOG05673,Aeromonas virus 65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae,NC_015251,NA,NA,NA,645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,"16828113, 21029436","Literature, NCBI Virus, RefSeq",NA,NA,1,260149.YP_004300873.1,Myoviridae
2601678.YP_009883780.1 RNA polymerase sigma factor [Serratia phage Muldoon],2601678,YP_009883780.1,Serratia phage Muldoon, RNA polymerase sigma factor,VOG05673,Serratia phage Muldoon,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_049464,NA,NA,NA,615,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Serratia,NA,"NCBI Virus, RefSeq",NA,NA,1,2601678.YP_009883780.1,Myoviridae
2601680.YP_009850730.1 RNA polymerase sigma factor [Stenotrophomonas phage Moby],2601680,YP_009850730.1,Stenotrophomonas phage Moby, RNA polymerase sigma factor,VOG05673,Stenotrophomonas phage Moby,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048802,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA,1,2601680.YP_009850730.1,Ackermannviridae
2650877.YP_009851079.1 RNA polymerase sigma factor [Stenotrophomonas phage Mendera],2650877,YP_009851079.1,Stenotrophomonas phage Mendera, RNA polymerase sigma factor,VOG05673,Stenotrophomonas phage Mendera,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048804,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,"NCBI Virus, RefSeq",NA,NA,1,2650877.YP_009851079.1,Ackermannviridae
2656521.YP_009884807.1 sigma factor for late transcription [Klebsiella virus UPM 2146],2656521,YP_009884807.1,Klebsiella virus UPM 2146, sigma factor for late transcription,VOG05673,Klebsiella virus UPM 2146,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Taipeivirus; unclassified Taipeivirus,NC_049472,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,"NCBI Virus, RefSeq",NA,NA,1,2656521.YP_009884807.1,Ackermannviridae
2666257.YP_009885292.1 RNA polymerase sigma factor for late transcription [Acinetobacter phage Konradin],2666257,YP_009885292.1,Acinetobacter phage Konradin, RNA polymerase sigma factor for late transcription,VOG05673,Acinetobacter phage Konradin,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_049479,NA,NA,NA,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2666257.YP_009885292.1,Myoviridae
2686289.YP_009886882.1 RNA polymerase sigma factor for late transcription [Acinetobacter phage Lazarus],2686289,YP_009886882.1,Acinetobacter phage Lazarus, RNA polymerase sigma factor for late transcription,VOG05673,Acinetobacter phage Lazarus,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_049493,NA,NA,NA,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2686289.YP_009886882.1,Myoviridae
2686290.YP_009886138.1 RNA polymerase sigma factor for late transcription [Acinetobacter phage Berthold],2686290,YP_009886138.1,Acinetobacter phage Berthold, RNA polymerase sigma factor for late transcription,VOG05673,Acinetobacter phage Berthold,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_049490,NA,NA,NA,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2686290.YP_009886138.1,Myoviridae
2686303.YP_009886632.1 RNA polymerase sigma factor for late transcription [Acinetobacter phage Kimel],2686303,YP_009886632.1,Acinetobacter phage Kimel, RNA polymerase sigma factor for late transcription,VOG05673,Acinetobacter phage Kimel,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_049492,NA,NA,NA,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2686303.YP_009886632.1,Myoviridae
2686308.YP_009886383.1 RNA polymerase sigma factor for late transcription [Acinetobacter phage Apostate],2686308,YP_009886383.1,Acinetobacter phage Apostate, RNA polymerase sigma factor for late transcription,VOG05673,Acinetobacter phage Apostate,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_049491,NA,NA,NA,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2686308.YP_009886383.1,Myoviridae
2686437.YP_009854065.1 hypothetical protein [Vibrio phage vB_VchM_Kuja],2686437,YP_009854065.1,Vibrio phage vB_VchM_Kuja, hypothetical protein,VOG05673,Vibrio phage vB_VchM_Kuja,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_048827,NA,NA,NA,666,Vibrio cholerae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio,NA,NCBI Virus,NA,NA,2,2686437.YP_009854065.1,Ackermannviridae
268746.YP_214376.1 sigma factor for late transcription [Prochlorococcus phage P-SSM2],268746,YP_214376.1,Prochlorococcus phage P-SSM2, sigma factor for late transcription,VOG05673,Prochlorococcus phage P-SSM2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Salacisavirus; Prochlorococcus virus PSSM2,NC_006883,NA,NA,NA,1218,Prochlorococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochloraceae,NA,UniProt,NA,NA,2,268746.YP_214376.1,Myoviridae
268747.YP_214679.1 sigma factor for late transcription [Prochlorococcus phage P-SSM4],268747,YP_214679.1,Prochlorococcus phage P-SSM4, sigma factor for late transcription,VOG05673,Prochlorococcus phage P-SSM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_006884,NA,NA,NA,1218,Prochlorococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochloraceae,NA,UniProt,NA,NA,2,268747.YP_214679.1,Myoviridae
2690230.YP_009887240.1 sigma factor [Acinetobacter phage vB_AbaM_PhT2],2690230,YP_009887240.1,Acinetobacter phage vB_AbaM_PhT2, sigma factor,VOG05673,Acinetobacter phage vB_AbaM_PhT2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_049494,NA,NA,NA,470,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,2690230.YP_009887240.1,Myoviridae
