taxon,n.sig,header,protein,sp,description,vog,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,filt,viral.family,tigr.hit1,tigr.hit2,tigr.hit3,tigr.hit,sig.class,sig.group
1273738,2,1273738.YP_009150670.1 sigma-70 family RNA polymerase sigma factor [Escherichia phage PBECO4],YP_009150670.1,Escherichia phage PBECO4, sigma-70 family RNA polymerase sigma factor,VOG00048,Escherichia phage PBECO4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Asteriusvirus; Escherichia virus PBECO4,NC_027364,NA,NA,NA,1045010,Escherichia coli O157,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,1273738.YP_009150670.1,Myoviridae,RpoD_Cterm,Sig70-cyanoRpoD,rpoS_proteo,RpoD_Cterm,primary,sig70-1
1273739,1,1273739.YP_007517509.1 RNA polymerase sigma-70 factor [Bacillus virus Andromeda],YP_007517509.1,Bacillus virus Andromeda, RNA polymerase sigma-70 factor,VOG00048,Bacillus virus Andromeda,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Andromedavirus,NC_020478,NA,NA,NA,1189615,Bacillus pumilus BL8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus pumilus,NA,"NCBI Virus, RefSeq",NA,NA,1,1273739.YP_007517509.1,Siphoviridae,sigma70-ECF,Sig70_bacteroi1,Sig70_famx2,Sig70_bacteroi1,other,sig70-lkl4
1273740,1,1273740.YP_007517589.1 RNA polymerase sigma-70 factor [Bacillus virus Curly],YP_007517589.1,Bacillus virus Curly, RNA polymerase sigma-70 factor,VOG00048,Bacillus virus Curly,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Andromedavirus,NC_020479,NA,NA,NA,1189615,Bacillus pumilus BL8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus pumilus,NA,"NCBI Virus, RefSeq",NA,NA,1,1273740.YP_007517589.1,Siphoviridae,sigma70-ECF,Sig70_bacteroi1,Sig-70_plancto1,Sig70_bacteroi1,other,sig70-lkl4
1273741,1,1273741.YP_007517433.1 RNA polymerase sigma-70 factor [Bacillus virus Eoghan],YP_007517433.1,Bacillus virus Eoghan, RNA polymerase sigma-70 factor,VOG00048,Bacillus virus Eoghan,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Andromedavirus,NC_020477,NA,NA,NA,1189615,Bacillus pumilus BL8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus pumilus,NA,"NCBI Virus, RefSeq",NA,NA,1,1273741.YP_007517433.1,Siphoviridae,sigma70-ECF,Sig70_bacteroi1,Sig-70_gvs1,Sig70_bacteroi1,other,sig70-lkl4
1273742,1,1273742.YP_007517663.1 RNA polymerase sigma-70 factor [Bacillus virus Finn],YP_007517663.1,Bacillus virus Finn, RNA polymerase sigma-70 factor,VOG00048,Bacillus virus Finn,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Andromedavirus,NC_020480,NA,NA,NA,1189615,Bacillus pumilus BL8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus pumilus,NA,"NCBI Virus, RefSeq",NA,NA,1,1273742.YP_007517663.1,Siphoviridae,sigma70-ECF,Sig70_bacteroi1,Sig-70_plancto1,Sig70_bacteroi1,other,sig70-lkl4
1273744,1,1273744.YP_009592276.1 RNA polymerase sigma-70 factor [Bacillus virus Taylor],YP_009592276.1,Bacillus virus Taylor, RNA polymerase sigma-70 factor,VOG00048,Bacillus virus Taylor,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Andromedavirus,NC_041858,NA,NA,NA,1189615,Bacillus pumilus BL8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus pumilus,NA,"NCBI Virus, RefSeq",NA,NA,1,1273744.YP_009592276.1,Siphoviridae,sigma70-ECF,Sig70_bacteroi1,Sig-70_gvs1,Sig70_bacteroi1,other,sig70-lkl4
1277886,2,1277886.YP_009003061.1 putative sigma factor [Bacillus phage BPS10C],YP_009003061.1,Bacillus phage BPS10C, putative sigma factor,VOG00048,Bacillus phage BPS10C,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus BPS10C,NC_023501,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24595561,Literature,NA,NA,1,1277886.YP_009003061.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1277886,2,1277886.YP_009003022.1 putative RNA polymerase sigma factor [Bacillus phage BPS10C],YP_009003022.1,Bacillus phage BPS10C, putative RNA polymerase sigma factor,VOG00048,Bacillus phage BPS10C,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus BPS10C,NC_023501,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24595561,Literature,NA,NA,1,1277886.YP_009003022.1,Herelleviridae,SigBFG,spore_sigF,sigma70-ECF,spore_sigF,sporulation,sig70-3-spo
1278402,1,1278402.YP_009779106.1 RNA polymerase sigma factor for late transcription [Cyanophage S-RIM12],YP_009779106.1,Cyanophage S-RIM12, RNA polymerase sigma factor for late transcription,VOG05673,Cyanophage S-RIM12,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Brizovirus; unclassified Brizovirus,"NC_047715, NC_047716, NC_047717",NA,NA,NA,1129,Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,NA,"NCBI Virus, RefSeq",NA,NA,1,1278402.YP_009779106.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1278479,1,1278479.YP_009301643.1 RNA polymerase sigma factor for latetranscription [Cyanophage S-RIM32],YP_009301643.1,Cyanophage S-RIM32, RNA polymerase sigma factor for latetranscription,VOG05673,Cyanophage S-RIM32,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031235,NA,NA,NA,1131,Synechococcus sp.,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,1278479.YP_009301643.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1278485,1,1278485.YP_009783274.1 RNA polymerase sigma factor for late transcription [Cyanophage S-RIM44],YP_009783274.1,Cyanophage S-RIM44, RNA polymerase sigma factor for late transcription,VOG05673,Cyanophage S-RIM44,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Vellamovirus; Synechococcus virus SRIM44,NC_047734,NA,NA,NA,1129,Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,NA,RefSeq,NA,NA,1,1278485.YP_009783274.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1283076,1,1283076.YP_007517965.1 sigma factor for late transcription [Pelagibacter phage HTVC008M],YP_007517965.1,Pelagibacter phage HTVC008M, sigma factor for late transcription,VOG05673,Pelagibacter phage HTVC008M,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_020484,NA,NA,NA,335992,Candidatus Pelagibacter ubique HTCC1062,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique,NA,"NCBI Virus, RefSeq",NA,NA,1,1283076.YP_007517965.1,Myoviridae,sigma70-ECF,SigM_subfam,NA,SigM_subfam,ECF,sig70-4
1285382,1,1285382.YP_009625809.1 hypothetical protein [Bacillus phage SIOphi],YP_009625809.1,Bacillus phage SIOphi, hypothetical protein,VOG00048,Bacillus phage SIOphi,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bacillus virus SIOphi,NC_042133,NA,NA,NA,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,NA,RefSeq,NA,NA,1,1285382.YP_009625809.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1296655,3,1296655.YP_009215922.1 middle-gene-specific sigma factor [Bacillus phage JL],YP_009215922.1,Bacillus phage JL, middle-gene-specific sigma factor,VOG07471,Bacillus phage JL,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus JL,NC_028982,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24459255,"Literature, RefSeq",NA,NA,1,1296655.YP_009215922.1,Herelleviridae,FliA_WhiG,sigma70-ECF,spore_sigH,FliA_WhiG,stationary,sig70-3-fl
1296655,3,1296655.YP_009215953.1 sigma factor [Bacillus phage JL],YP_009215953.1,Bacillus phage JL, sigma factor,VOG00048,Bacillus phage JL,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus JL,NC_028982,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24459255,"Literature, RefSeq",NA,NA,1,1296655.YP_009215953.1,Herelleviridae,sigma70-ECF,FliA_WhiG,NA,FliA_WhiG,stationary,sig70-3-fl
1296655,3,1296655.YP_009215850.1 hypothetical protein [Bacillus phage JL],YP_009215850.1,Bacillus phage JL, hypothetical protein,VOG00048,Bacillus phage JL,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus JL,NC_028982,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24459255,"Literature, RefSeq",NA,NA,1,1296655.YP_009215850.1,Herelleviridae,sigma70-ECF,spore_sigmaK,spore_sigG,spore_sigmaK,sporulation,sig70-3-spo
1296656,3,1296656.YP_009216142.1 hypothetical protein [Bacillus phage Shanette],YP_009216142.1,Bacillus phage Shanette, hypothetical protein,VOG07471,Bacillus phage Shanette,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus Shanette,NC_028983,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24459255,"Literature, RefSeq",NA,NA,1,1296656.YP_009216142.1,Herelleviridae,FliA_WhiG,sigma70-ECF,spore_sigH,FliA_WhiG,stationary,sig70-3-fl
1296656,3,1296656.YP_009216173.1 sigma factor [Bacillus phage Shanette],YP_009216173.1,Bacillus phage Shanette, sigma factor,VOG00048,Bacillus phage Shanette,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus Shanette,NC_028983,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24459255,"Literature, RefSeq",NA,NA,1,1296656.YP_009216173.1,Herelleviridae,sigma70-ECF,FliA_WhiG,NA,FliA_WhiG,stationary,sig70-3-fl
1296656,3,1296656.YP_009216068.1 RNA Polymerase sigma-E factor [Bacillus phage Shanette],YP_009216068.1,Bacillus phage Shanette, RNA Polymerase sigma-E factor,VOG00048,Bacillus phage Shanette,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus Shanette,NC_028983,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24459255,"Literature, RefSeq",NA,NA,1,1296656.YP_009216068.1,Herelleviridae,spore_sigmaE,sigma70-ECF,spore_sigmaK,spore_sigmaE,sporulation,sig70-3-spo
1305708,1,1305708.YP_008058960.1 sigma-70 family RNA polymerase sigma factor [Clostridium phage vB_CpeS-CP51],YP_008058960.1,Clostridium phage vB_CpeS-CP51, sigma-70 family RNA polymerase sigma factor,VOG00048,Clostridium phage vB_CpeS-CP51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_021325,NA,NA,NA,1502,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae; Clostridium,NA,"NCBI Virus, RefSeq",NA,NA,1,1305708.YP_008058960.1,Siphoviridae,SigBFG,sigma70-ECF,spore_sigF,spore_sigF,sporulation,sig70-3-spo
1307804,1,1307804.YP_008060575.1 sigma factor for late transcription [Escherichia phage Lw1],YP_008060575.1,Escherichia phage Lw1, sigma factor for late transcription,VOG05673,Escherichia phage Lw1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_021344,NA,NA,NA,469008,Escherichia coli BL21(DE3),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,"NCBI Virus, RefSeq",NA,NA,1,1307804.YP_008060575.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1327935,1,1327935.YP_009196622.1 putative RNA polymerase sigma factor [Cronobacter phage S13],YP_009196622.1,Cronobacter phage S13, putative RNA polymerase sigma factor,VOG05673,Cronobacter phage S13,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_028773,NA,NA,NA,28141,Cronobacter sakazakii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Cronobacter,NA,"NCBI Virus, RefSeq",NA,NA,1,1327935.YP_009196622.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1340769,1,1340769.YP_009600998.1 putative sigma factor [Staphylococcus phage phiIBB-SEP1],YP_009600998.1,Staphylococcus phage phiIBB-SEP1, putative sigma factor,VOG00048,Staphylococcus phage phiIBB-SEP1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Sepunavirus; Staphylococcus virus SEP1,NC_041928,NA,NA,NA,1282,Staphylococcus epidermidis,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,1340769.YP_009600998.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1340810,1,1340810.YP_009008257.1 sigma factor [Synechococcus phage ACG-2014h],YP_009008257.1,Synechococcus phage ACG-2014h, sigma factor,VOG05673,Synechococcus phage ACG-2014h,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_023587,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,1340810.YP_009008257.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1340812,1,1340812.YP_009007984.1 sigma factor [Synechococcus phage S-MbCM100],YP_009007984.1,Synechococcus phage S-MbCM100, sigma factor,VOG05673,Synechococcus phage S-MbCM100,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; Synechococcus virus SMbCM100,NC_023584,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,1340812.YP_009007984.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1351740,1,1351740.YP_009153665.1 RNA polymerase sigma factor [Yersinia phage PST],YP_009153665.1,Yersinia phage PST, RNA polymerase sigma factor,VOG05673,Yersinia phage PST,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Yersinia virus PST,NC_027404,NA,NA,NA,633,Yersinia pseudotuberculosis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex,24951563,Literature,NA,NA,1,1351740.YP_009153665.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1357423,1,1357423.YP_009142961.1 sigma factor for late transcription [Sinorhizobium phage phiM12],YP_009142961.1,Sinorhizobium phage phiM12, sigma factor for late transcription,VOG05673,Sinorhizobium phage phiM12,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Emdodecavirus; Sinorhizobium virus M12,NC_027204,NA,NA,NA,382,Sinorhizobium meliloti,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae; Sinorhizobium,NA,RefSeq,NA,NA,1,1357423.YP_009142961.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1357713,1,1357713.YP_009009184.1 sigma-70 family RNA polymerase sigma factor [Bacillus phage phiCM3],YP_009009184.1,Bacillus phage phiCM3, sigma-70 family RNA polymerase sigma factor,VOG00048,Bacillus phage phiCM3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_023599,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,"NCBI Virus, RefSeq",NA,NA,1,1357713.YP_009009184.1,Siphoviridae,sigma70-ECF,FliA_WhiG,SigBFG,FliA_WhiG,stationary,sig70-3-fl
1357714,1,1357714.YP_009098909.1 RNA polymerase sigma factor for late transcription [Caulobacter phage Cr30],YP_009098909.1,Caulobacter phage Cr30, RNA polymerase sigma factor for late transcription,VOG05673,Caulobacter phage Cr30,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_025422,NA,NA,NA,190650,Caulobacter vibrioides CB15,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae; Caulobacter; Caulobacter vibrioides,NA,"NCBI Virus, RefSeq",NA,NA,1,1357714.YP_009098909.1,Myoviridae,sigma70-ECF,SigM_subfam,NA,SigM_subfam,ECF,sig70-4
1382932,2,1382932.YP_008430954.1 RNA polymerase sigma factor [Bacillus phage Troll],YP_008430954.1,Bacillus phage Troll, RNA polymerase sigma factor,VOG00048,Bacillus phage Troll,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Troll,NC_022088,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1382932.YP_008430954.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1382932,2,"1382932.YP_008430993.1 RNA polymerase, SigF-like [Bacillus phage Troll]",YP_008430993.1,Bacillus phage Troll," RNA polymerase, SigF-like",VOG00048,Bacillus phage Troll,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Troll,NC_022088,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1382932.YP_008430993.1,Herelleviridae,SigBFG,spore_sigF,sigma70-ECF,spore_sigF,sporulation,sig70-3-spo
1391188,3,1391188.YP_009099117.1 putative sigma factor [Bacillus phage CP-51],YP_009099117.1,Bacillus phage CP-51, putative sigma factor,VOG07471,Bacillus phage CP-51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus CP51,NC_025423,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1391188.YP_009099117.1,Herelleviridae,FliA_WhiG,sigma70-ECF,spore_sigH,FliA_WhiG,stationary,sig70-3-fl
1391188,3,1391188.YP_009099149.1 putative sigma factor [Bacillus phage CP-51],YP_009099149.1,Bacillus phage CP-51, putative sigma factor,VOG00048,Bacillus phage CP-51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus CP51,NC_025423,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1391188.YP_009099149.1,Herelleviridae,sigma70-ECF,spore_sigI,FliA_WhiG,spore_sigI,ECF,sig70-4
1391188,3,1391188.YP_009099262.1 hypothetical protein [Bacillus phage CP-51],YP_009099262.1,Bacillus phage CP-51, hypothetical protein,VOG00048,Bacillus phage CP-51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus CP51,NC_025423,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1391188.YP_009099262.1,Herelleviridae,sigma70-ECF,spore_sigmaE,spore_sigmaK,spore_sigmaE,sporulation,sig70-3-spo
1391224,1,1391224.YP_009056654.1 sigma factor for late transcription [Escherichia phage vB_EcoM_PhAPEC2],YP_009056654.1,Escherichia phage vB_EcoM_PhAPEC2, sigma factor for late transcription,VOG05673,Escherichia phage vB_EcoM_PhAPEC2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Mosigvirus; Escherichia virus PhAPEC2,NC_024794,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,1391224.YP_009056654.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1406781,2,1406781.YP_008771190.1 RNA polymerase sigma factor [Bacillus phage BigBertha],YP_008771190.1,Bacillus phage BigBertha, RNA polymerase sigma factor,VOG00048,Bacillus phage BigBertha,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Bigbertha,NC_022769,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1406781.YP_008771190.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1406781,2,1406781.YP_008771228.1 RNA polymerase sigma factor [Bacillus phage BigBertha],YP_008771228.1,Bacillus phage BigBertha, RNA polymerase sigma factor,VOG00048,Bacillus phage BigBertha,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Bigbertha,NC_022769,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1406781.YP_008771228.1,Herelleviridae,SigBFG,sigma70-ECF,spore_sigF,spore_sigF,sporulation,sig70-3-spo
