seqname,locus_tag.d6,start,end,strand,locus_tag.168,gene,product,category1,category2,sporulation
NZ_CP015975.1,A8O17_RS04420,861941,862558,-,BSU_08370,yfiR,transcriptional regulator (TetR/AcrR family),Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS04425,862524,863777,-,BSU_08380,yfiS,putative efflux transporter,Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04430,863901,864437,+,BSU_08390,bstA,bacillithiol S-transferase,Lifestyles,Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS04435,864434,865990,-,BSU_08400,yfiU,putative efflux transporter,Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04440,866101,866583,-,BSU_08410,yfiV,putative transcriptional regulator (MarR family),Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS04445,866755,869325,+,BSU_08425,mprF,phosphatidylglycerol lysyltransferase involved in tRNA-dependent lysinylation of phospholipids,Metabolism;Groups of genes,Lipid metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04450,869343,870320,-,BSU_08440,sxzY,xenosiderophore schizokinen (dihydroxamate) transporter binding lipoprotein,Cellular processes;Cellular processes;Metabolism;Groups of genes;Groups of genes;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Membrane proteins;Phosphoproteins;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS04455,870451,871452,+,BSU_08450,sxzZ,xenosiderophore schizokinen (dihydroxamate) transporter (permease),Cellular processes;Cellular processes;Metabolism;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04460,871449,872480,+,BSU_08460,sxzA,xenosiderophore schizokinen (dihydroxamate) transporter (permease),Cellular processes;Cellular processes;Metabolism;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04465,872595,873476,+,BSU_08470,yfhB,putative isomerase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04470,873564,874148,+,BSU_08480,yfhC,putative oxidoreductase (nitroreductase family),Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04475,874187,874378,-,BSU_08490,yfhD,conserved hypothetical protein,Lifestyles;Lifestyles,Sporulation;Coping with stress,TRUE
NZ_CP015975.1,A8O17_RS04480,874445,874555,-,BSU_08500,yfhE,hypothetical protein,Lifestyles;Lifestyles,Coping with stress;Coping with stress,TRUE
NZ_CP015975.1,A8O17_RS04485,874610,875521,-,BSU_08510,yfhF,putative nucleotide-or NAD-binding protein,Information processing;Lifestyles,Genetics;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS04490,875610,876404,+,BSU_08520,recX,regulatory protein RecX,Information processing,Genetics,FALSE
NZ_CP015975.1,A8O17_RS04495,876406,876720,+,BSU_08530,yfhH,conserved hypothetical protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04505,876863,878056,+,BSU_08540,yfhI,putative efflux transporter,Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04510,878089,878241,-,BSU_08550,sspK,small acid-soluble spore protein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS04515,878366,878635,+,BSU_08560,yfhJ,conserved hypothetical protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04520,878780,879298,+,BSU_08570,yfhK,putative exported protein,Lifestyles,Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS04525,879383,879715,+,BSU_08580,spdL,factor for peptide SdpC immunity,Lifestyles;Lifestyles;Lifestyles;Groups of genes,Coping with stress;Coping with stress;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04530,879702,880562,+,BSU_08590,ephM,stress induced epoxide hydrolase,Lifestyles;Lifestyles;Groups of genes,Coping with stress;Coping with stress;Poorly characterized/ putative enzymes,TRUE
NZ_CP015975.1,A8O17_RS04535,880795,881784,+,BSU_08600,csbB,putative bactoprenol glycosyl transferase%2C phage origin,Cellular processes;Metabolism;Lifestyles;Lifestyles;Lifestyles;Groups of genes,Cell envelope and cell division;Additional metabolic pathways;Coping with stress;Coping with stress;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04540,881856,884441,+,BSU_08610,yfhO,conserved membrane protein,Cellular processes;Metabolism;Lifestyles;Lifestyles;Groups of genes,Cell envelope and cell division;Additional metabolic pathways;Coping with stress;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04545,884434,885417,-,BSU_08620,yfhP,putative membrane hydrolase,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,TRUE
NZ_CP015975.1,A8O17_RS04550,885633,886742,+,BSU_08630,mutY,A/G-specific adenine glycosylase or DNA-(apurinic or apyrimidinic site) lyase,Information processing;Information processing,Genetics;Genetics,FALSE
NZ_CP015975.1,A8O17_RS04555,886750,886974,-,BSU_08640,yfhS,conserved protein related to sporulation,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS04560,887056,887808,+,BSU_08650,fabL,enoyl-acyl carrier protein reductase III,Metabolism;Lifestyles,Lipid metabolism;Sporulation,TRUE
NZ_CP015975.1,A8O17_RS04565,887877,888131,+,BSU_08660,sspE,small acid-soluble spore protein (gamma-type SASP),Lifestyles;Groups of genes,Sporulation;Phosphoproteins,TRUE
NZ_CP015975.1,A8O17_RS04570,888220,888564,+,BSU_08670,ygaB,conserved hypothetical protein,Groups of genes,Proteins of unknown function,TRUE
NZ_CP015975.1,A8O17_RS04575,888708,889238,+,BSU_08680,ygaC,putative RNA binding factor,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04580,889326,891068,+,BSU_08690,ygaD,putative ABC transporter (ATP-binding protein),Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04585,891145,892206,-,BSU_08700,ygaE,putative membrane protein,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,TRUE
NZ_CP015975.1,A8O17_RS04590,892426,893715,-,BSU_08710,gsaB,glutamate-1-semialdehyde aminotransferase%2C class III aminotransferase,Metabolism;Information processing;Information processing,"Additional metabolic pathways;Protein synthesis, modification and degradation;Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS04595,893868,894341,+,BSU_08720,bcp,peroxiredoxin with versatile activity,Lifestyles,Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS04600,894464,894901,+,BSU_08730,perR,transcriptional regulator (Fur family),Information processing;Lifestyles,Regulation of gene expression;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS04605,894936,895289,-,BSU_08740,ygzB,putative membrane protein,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04610,895497,896381,+,BSU_08750,ygxA,conserved hypothetical protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04715,903350,904126,-,BSU_08760,spo0M,protein involved in the control of the cell cycle as a function of the environment,Lifestyles;Lifestyles,Sporulation;Coping with stress,TRUE
NZ_CP015975.1,A8O17_RS04720,904268,904471,+,BSU_08770,ygzA,conserved protein of unknown function,Lifestyles;Groups of genes,Sporulation;Proteins of unknown function,TRUE
NZ_CP015975.1,A8O17_RS20395,904556,904828,-,BSU_08779,ygzC,putative spore coat protein,Lifestyles;Groups of genes,Sporulation;Proteins of unknown function,TRUE
NZ_CP015975.1,A8O17_RS04730,904870,905562,+,BSU_08780,ygaJ,putative peptidase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04735,905872,907644,+,BSU_08790,thiC,phosphomethylpyrimidine synthase,Metabolism;Groups of genes;Groups of genes;Groups of genes,Additional metabolic pathways;Phosphoproteins;Phosphoproteins;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS04740,907682,909037,-,BSU_08800,ygaK,putative FAD-dependent oxido-reductase,Lifestyles;Groups of genes,Sporulation;Poorly characterized/ putative enzymes,TRUE
NZ_CP015975.1,A8O17_RS04745,909288,909485,+,BSU_08810,senS,transcriptional regulator (repressor of ScoC),Metabolism;Information processing,Carbon metabolism;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS04750,909512,910963,-,BSU_08820,katA,vegetative catalase 1,Lifestyles;Groups of genes,Coping with stress;Phosphoproteins,TRUE
NZ_CP015975.1,A8O17_RS04755,911371,912138,+,BSU_08830,ssuB,aliphatic sulfonate ABC transporter (ATP-binding protein),Cellular processes;Metabolism;Metabolism;Groups of genes,Transporters;Additional metabolic pathways;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04760,912156,913154,+,BSU_08840,ssuA,aliphatic sulfonate ABC transporter (binding lipoprotein),Cellular processes;Metabolism;Metabolism;Groups of genes,Transporters;Additional metabolic pathways;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04765,913151,913981,+,BSU_08850,ssuC,aliphatic sulfonate ABC transporter (permease),Cellular processes;Metabolism;Metabolism;Groups of genes,Transporters;Additional metabolic pathways;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04770,914004,915134,+,BSU_08860,ssuD,FMNH2-dependent aliphatic sulfonate monooxygenase,Metabolism;Metabolism,Additional metabolic pathways;Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS04775,915238,915774,+,BSU_08870,ygaN,putative sulfur-related oxidoreductase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04780,915886,916155,+,BSU_08880,rpsNB,alternative ribosomal protein S14,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS04785,916173,916646,-,BSU_08890,ygaO,putative integral inner membrane protein,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04790,916648,916848,-,BSU_08899,ygzD,putative HTH-type transcriptional regulator,Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS04800,917206,917829,-,BSU_08900,yhzB,conserved hypothetical protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04805,917912,919072,+,BSU_08910,queG,epoxyqueuosine reductase,Information processing,"Protein synthesis, modification and degradation",TRUE
NZ_CP015975.1,A8O17_RS04810,919139,920074,+,BSU_08920,yhbB,conserved hypothetical protein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS04815,920112,920594,+,BSU_08930,trmL,tRNA (cytidine(34)-2'-O)-methyltransferase,Information processing,"Protein synthesis, modification and degradation",TRUE
NZ_CP015975.1,A8O17_RS04820,920644,921360,+,BSU_08940,yhbD,putative sporulation-related protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04825,921351,922064,+,BSU_08950,yhbE,conserved protein involved in sporulation,Lifestyles,Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS04830,922076,922783,+,BSU_08960,yhbF,conserved protein involved in sporulation,Lifestyles,Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS04835,923133,925028,+,BSU_08970,prkA,serine protein kinase (involved in sporulation),Information processing;Lifestyles,"Protein synthesis, modification and degradation;Sporulation",TRUE
NZ_CP015975.1,A8O17_RS04840,925208,926386,+,BSU_08980,yhbH,factor involved in shape determination,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS04850,926546,927010,+,BSU_08990,yhbI,putative transcriptional regulator (MarR family) induced by acid stress,Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS04855,927046,927711,+,BSU_09000,yhbJ,putative membrane fusion protein%3B putative exporter subunit (benzoate transcriptome),Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,TRUE
NZ_CP015975.1,A8O17_RS04860,927752,929350,+,BSU_09010,yhcA,putative exporter (benzoate transcriptome),Cellular processes;Metabolism;Groups of genes,Transporters;Nucleotide metabolism;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS04865,929373,929903,+,BSU_09020,yhcB,NADH:quinone oxidoreductase associated to benzoate stress,Groups of genes,Poorly characterized/ putative enzymes,TRUE
NZ_CP015975.1,A8O17_RS04870,929916,930290,+,BSU_09030,yhcC,hypothetical membrane protein,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,TRUE
NZ_CP015975.1,A8O17_RS20400,930290,930445,+,BSU_09040,yhcD,hypothetical protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04875,930450,931211,+,BSU_09050,yhcE,putative integral inner membrane orphan protein,Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04880,931214,931579,+,BSU_09060,yhcF,putative transcriptional regulator (GntR family),Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS04885,931581,932279,+,BSU_09070,yhcG,putative ABC transporter ATP-binding protein,Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04890,932296,933213,+,BSU_09080,yhcH,putative ABC transporter (ATP-binding protein),Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04895,933206,934147,+,BSU_09090,yhcI,putative ABC transporter (permease),Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04900,934239,934442,-,BSU_09100,cspB,major cold-shock protein%2C RNA helicase co-factor%2C RNA co-chaperone,Information processing;Lifestyles,RNA synthesis and degradation;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS04910,934878,935708,+,BSU_09110,yhcJ,putative ABC transporter (binding lipoprotein),Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04915,935711,936790,-,BSU_09120,dgcK,diguanylate cyclase,Metabolism;Groups of genes,Nucleotide metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04920,936963,938354,+,BSU_09130,tcyP,(sodium)-cystine symporter,Cellular processes;Metabolism;Groups of genes,Transporters;Amino acid/ nitrogen metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04925,938394,938849,-,BSU_09140,yhcM,expressed protein of unknown function,Lifestyles;Lifestyles,Sporulation;Coping with stress,TRUE
NZ_CP015975.1,A8O17_RS04930,938999,939568,+,BSU_09150,yhcN,putative germination lipoprotein,Lifestyles;Groups of genes,Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS04935,939689,940657,+,BSU_09165,yhcO,putative exported protein (sporulation germination island),Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS04940,940589,941242,-,BSU_09180,yhcQ,putative spore coat protein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS04945,941325,944978,+,BSU_09190,mncR,non specific extracellular Ca2+-dependent endonuclease cleaving RNA and DNA,Metabolism;Information processing;Groups of genes,Nucleotide metabolism;RNA synthesis and degradation;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS04950,944975,945571,+,BSU_09200,srtA,sortase A,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS04955,945601,946509,-,BSU_09210,yhcT,putative RNA pseudouridine synthase,Information processing;Lifestyles,"Protein synthesis, modification and degradation;Sporulation",TRUE
NZ_CP015975.1,A8O17_RS04960,946620,947015,+,BSU_09220,yhcU,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04965,947152,947574,+,BSU_09230,yhcV,putative CBS containing enzyme (sporulation-/ germination-related),Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS04970,947701,948363,+,BSU_09240,glpW,promiscuous phosphoglycolate phosphatase / glycerol-3-phosphate phosphatase / 2-deoxyglucose-6-phosphatase,Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS04975,948379,949920,+,BSU_09250,yhcX,putative amidohydrolase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS04980,950341,951693,+,BSU_09260,yhxA,putative aminotransferase,Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS04985,951721,952299,+,BSU_09270,glpP,sn-glycerol-3-phosphate responding transcription antiterminator,Metabolism;Metabolism;Information processing;Information processing,Carbon metabolism;Lipid metabolism;Regulation of gene expression;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS04990,952478,953302,+,BSU_09280,glpF,glycerol permease,Cellular processes;Metabolism;Groups of genes,Transporters;Carbon metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS04995,953321,954811,+,BSU_09290,glpK,glycerol kinase (sn-glycerol-3-phosphate generating),Metabolism;Groups of genes,Carbon metabolism;Phosphoproteins,TRUE
NZ_CP015975.1,A8O17_RS05000,954952,956619,+,BSU_09300,glpD,sn-glycerol-3-phosphate oxidase (FAD-dependent),Metabolism;Metabolism,Carbon metabolism;Lipid metabolism,FALSE
NZ_CP015975.1,A8O17_RS05005,956751,958496,+,BSU_09310,pgcA,alpha-phosphoglucomutase,Cellular processes;Cellular processes;Metabolism;Metabolism;Metabolism;Groups of genes,Cell envelope and cell division;Cell envelope and cell division;Lipid metabolism;Additional metabolic pathways;Additional metabolic pathways;Phosphoproteins,TRUE
NZ_CP015975.1,A8O17_RS05010,958645,959784,+,BSU_09320,yhcY,two-component sensor histidine kinase [YhcZ],Information processing;Information processing;Groups of genes,"Protein synthesis, modification and degradation;Regulation of gene expression;Phosphoproteins",TRUE
NZ_CP015975.1,A8O17_RS05015,959781,960425,+,BSU_09330,yhcZ,two-component response regulator [YhcY],Information processing;Groups of genes,Regulation of gene expression;Phosphoproteins,TRUE
NZ_CP015975.1,A8O17_RS05020,960422,960946,+,BSU_09340,azr,oxidoreductase%2C NAD(P)H-FMN and ferric iron reductase (azoreductase),Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS05025,960961,961203,-,BSU_09350,yhdB,conserved hypothetical protein,Lifestyles,Sporulation,TRUE
