#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG05801	4	4	Xu	REFSEQ hypothetical protein
VOG05802	526	513	XhXs	sp|P03711|SCAF_LAMBD Capsid assembly protease C
VOG05803	18	18	Xu	REFSEQ hypothetical protein
VOG05804	10	10	Xu	REFSEQ hypothetical protein
VOG05805	3	3	Xu	REFSEQ hypothetical protein
VOG05806	4	4	Xu	REFSEQ hypothetical protein
VOG05807	7	7	Xu	REFSEQ hypothetical protein
VOG05808	4	4	Xu	REFSEQ hypothetical protein
VOG05809	4	4	Xu	REFSEQ hypothetical protein
VOG05810	4	4	Xu	REFSEQ hypothetical protein
VOG05811	4	4	Xu	REFSEQ hypothetical protein
VOG05812	4	4	Xu	REFSEQ hypothetical protein
VOG05813	3	3	Xu	REFSEQ hypothetical protein
VOG05814	4	4	Xu	REFSEQ hypothetical phage membrane protein
VOG05815	4	4	Xu	REFSEQ hypothetical protein
VOG05816	3	3	Xu	REFSEQ hypothetical protein
VOG05817	4	4	Xu	REFSEQ hypothetical protein
VOG05818	4	4	Xu	REFSEQ hypothetical protein
VOG05819	4	4	Xu	REFSEQ hypothetical protein
VOG05820	4	4	Xu	REFSEQ hypothetical protein
VOG05821	3	3	Xu	REFSEQ hypothetical phage protain (possible glycine amidinotransferase)
VOG05822	4	4	Xu	REFSEQ hypothetical protein
VOG05823	10	10	Xu	REFSEQ hypothetical protein
VOG05824	4	4	Xu	REFSEQ hypothetical protein
VOG05825	4	4	Xu	REFSEQ hypothetical protein
VOG05826	4	4	Xu	REFSEQ hypothetical protein
VOG05827	4	4	Xu	REFSEQ hypothetical protein
VOG05828	4	4	Xu	REFSEQ hypothetical protein
VOG05829	4	4	Xu	REFSEQ hypothetical protein
VOG05830	4	4	Xu	REFSEQ hypothetical phage membrane protein
VOG05831	4	4	Xu	REFSEQ hypothetical protein
VOG05832	4	4	Xu	REFSEQ hypothetical protein
VOG05833	4	4	Xu	REFSEQ hypothetical protein
VOG05834	4	4	Xu	REFSEQ hypothetical phage membrane protein
VOG05835	4	4	Xu	REFSEQ hypothetical protein
VOG05836	5	5	Xu	REFSEQ hypothetical protein
VOG05837	4	4	Xu	REFSEQ hypothetical protein
VOG05838	4	4	Xu	REFSEQ hypothetical protein
VOG05839	4	4	Xu	REFSEQ hypothetical protein
VOG05840	4	4	Xu	REFSEQ hypothetical protein
VOG05841	4	4	Xu	REFSEQ hypothetical protein
VOG05842	4	4	Xu	REFSEQ hypothetical protein
VOG05843	4	4	Xu	REFSEQ hypothetical phage protein (Radical SAM family)
VOG05844	4	4	Xu	REFSEQ hypothetical protein
VOG05845	3	3	Xu	REFSEQ hypothetical protein
VOG05846	4	4	Xu	REFSEQ hypothetical protein
VOG05847	3	3	Xu	REFSEQ hypothetical protein
VOG05848	3	3	Xu	REFSEQ hypothetical protein
VOG05849	7	7	Xu	REFSEQ hypothetical protein
VOG05850	4	4	Xu	REFSEQ hypothetical phage exported protein
VOG05851	4	4	Xu	REFSEQ hypothetical protein
VOG05852	4	4	Xu	REFSEQ hypothetical protein
VOG05853	21	14	Xh	sp|Q8KHZ8|REBH_LENAE Flavin-dependent tryptophan halogenase RebH
VOG05854	4	4	Xu	REFSEQ hypothetical phage membrane protein
VOG05855	4	4	Xu	REFSEQ hypothetical protein
VOG05856	4	4	Xu	REFSEQ hypothetical protein
VOG05857	4	4	Xu	REFSEQ hypothetical protein
VOG05858	4	4	Xu	REFSEQ hypothetical protein
VOG05859	41	41	Xh	sp|Q9ZCV2|QUEE_RICPR 7-carboxy-7-deazaguanine synthase
VOG05860	4	4	Xu	REFSEQ hypothetical protein
VOG05861	41	41	Xh	sp|Q2Y6B3|GCH1_NITMU GTP cyclohydrolase 1
VOG05862	20	20	Xu	REFSEQ hypothetical protein
VOG05863	10	10	Xu	REFSEQ hypothetical protein
VOG05864	4	4	Xu	REFSEQ hypothetical phage membrane protein
VOG05865	3	3	Xu	REFSEQ hypothetical protein
VOG05866	4	4	Xu	REFSEQ hypothetical protein
VOG05867	4	4	Xu	REFSEQ hypothetical protein
VOG05868	3	3	Xu	REFSEQ hypothetical protein
VOG05869	4	4	Xu	REFSEQ hypothetical protein
VOG05870	4	4	Xu	REFSEQ hypothetical protein
VOG05871	4	4	Xu	REFSEQ hypothetical protein
VOG05872	4	4	Xu	REFSEQ hypothetical protein
VOG05873	4	4	Xu	REFSEQ hypothetical phage protein (Radical SAM family)
VOG05874	4	4	Xu	REFSEQ hypothetical protein
VOG05875	3	3	Xu	REFSEQ hypothetical protein
VOG05876	3	3	Xu	REFSEQ hypothetical protein
VOG05877	4	4	Xu	REFSEQ hypothetical protein
VOG05878	4	4	Xu	REFSEQ hypothetical protein
VOG05879	12	12	Xu	REFSEQ hypothetical protein
VOG05880	4	4	Xu	REFSEQ hypothetical protein
VOG05881	6	6	Xu	REFSEQ hypothetical protein
VOG05882	7	7	Xu	REFSEQ hypothetical protein
VOG05883	4	4	Xu	REFSEQ hypothetical protein
VOG05884	4	4	Xu	REFSEQ hypothetical protein
VOG05885	3	3	Xu	REFSEQ hypothetical protein
VOG05886	10	10	Xu	REFSEQ hypothetical protein
VOG05887	4	4	Xu	REFSEQ hypothetical protein
VOG05888	14	14	Xu	REFSEQ hypothetical protein
VOG05889	3	3	Xu	REFSEQ hypothetical protein
VOG05890	6	6	Xu	REFSEQ hypothetical protein
VOG05891	12	12	Xu	REFSEQ hypothetical protein
VOG05892	11	11	Xu	REFSEQ hypothetical protein
VOG05893	12	12	Xu	REFSEQ hypothetical protein
VOG05894	11	11	Xu	REFSEQ hypothetical protein
VOG05895	14	14	Xu	REFSEQ hypothetical protein
VOG05896	15	15	Xh	sp|Q4L980|ISAA_STAHJ Probable transglycosylase IsaA
VOG05897	16	16	Xu	REFSEQ hypothetical protein
VOG05898	12	12	Xu	REFSEQ hypothetical protein
VOG05899	16	16	Xu	REFSEQ hypothetical protein
VOG05900	12	12	Xu	REFSEQ hypothetical protein
VOG05901	19	19	Xu	REFSEQ hypothetical protein
VOG05902	849	829	Xh	sp|B6UL32|SAV_BPLP2 SaV protein
VOG05903	18	18	Xu	REFSEQ hypothetical protein
VOG05904	21	21	Xu	REFSEQ hypothetical protein
VOG05905	18	18	Xu	REFSEQ hypothetical protein
VOG05906	21	21	Xu	REFSEQ hypothetical protein
VOG05907	21	21	Xu	REFSEQ hypothetical protein
VOG05908	20	20	Xu	REFSEQ hypothetical protein
VOG05909	84	84	Xs	sp|P85230|VPN6_BPPHE Virion protein 6
VOG05910	146	146	Xu	REFSEQ hypothetical protein
VOG05911	62	62	Xu	REFSEQ hypothetical protein
VOG05912	86	86	Xu	REFSEQ hypothetical protein
VOG05913	95	95	Xu	REFSEQ hypothetical protein
VOG05914	70	69	Xu	REFSEQ hypothetical protein
VOG05915	104	104	Xs	sp|P85229|VPN5_BPPHE Virion protein 5
VOG05916	49	49	Xu	REFSEQ hypothetical protein
VOG05917	18	18	Xu	REFSEQ hypothetical protein
VOG05918	8	8	Xu	REFSEQ hypothetical protein
VOG05919	105	105	Xu	REFSEQ hypothetical protein
VOG05920	9	9	Xu	REFSEQ hypothetical protein
VOG05921	19	19	Xu	REFSEQ hypothetical protein
VOG05922	19	19	Xu	REFSEQ hypothetical protein
VOG05923	29	29	Xu	REFSEQ hypothetical protein
VOG05924	87	87	Xu	REFSEQ hypothetical protein
VOG05925	99	99	Xu	REFSEQ hypothetical protein
VOG05926	103	103	Xu	REFSEQ hypothetical protein
VOG05927	97	97	Xu	REFSEQ hypothetical protein
VOG05928	21	21	Xu	REFSEQ hypothetical protein
VOG05929	21	21	Xu	REFSEQ hypothetical protein
VOG05930	21	21	Xu	REFSEQ hypothetical protein
VOG05931	21	21	Xu	REFSEQ hypothetical protein
VOG05932	22	22	Xu	REFSEQ DNA polymerase I
VOG05933	21	21	Xu	REFSEQ hypothetical protein
VOG05934	12	12	Xu	REFSEQ hypothetical protein
VOG05935	88	88	Xu	REFSEQ hypothetical protein
VOG05936	21	21	Xu	REFSEQ hypothetical protein
VOG05937	11	11	Xu	REFSEQ hypothetical protein
VOG05938	94	94	Xu	REFSEQ hypothetical protein
VOG05939	21	21	Xu	REFSEQ hypothetical protein
VOG05940	9	9	Xu	REFSEQ hypothetical protein
VOG05941	94	94	Xu	REFSEQ hypothetical protein
VOG05942	96	96	Xu	sp|P13059|RCII_BPP4 Protein cII
VOG05943	94	94	Xu	REFSEQ hypothetical protein
VOG05944	10	10	Xu	REFSEQ hypothetical protein
VOG05945	12	12	Xu	REFSEQ hypothetical protein
VOG05946	7	7	Xu	REFSEQ hypothetical protein
VOG05947	15	15	Xu	REFSEQ hypothetical protein
VOG05948	11	11	Xu	REFSEQ hypothetical protein
VOG05949	11	11	Xu	REFSEQ hypothetical protein
VOG05950	7	7	Xu	REFSEQ hypothetical protein
VOG05951	3	3	Xu	REFSEQ hypothetical protein
VOG05952	4	4	Xu	REFSEQ hypothetical protein
VOG05953	7	7	Xu	REFSEQ hypothetical protein
VOG05954	10	10	Xu	REFSEQ hypothetical protein
VOG05955	10	10	Xu	REFSEQ hypothetical protein
VOG05956	14	14	Xu	REFSEQ hypothetical protein
VOG05957	4	4	Xu	REFSEQ hypothetical protein
VOG05958	30	30	Xu	REFSEQ hypothetical protein
VOG05959	35	35	Xu	REFSEQ hypothetical protein
VOG05960	3	3	Xu	REFSEQ hypothetical protein
VOG05961	68	68	Xu	REFSEQ hypothetical protein
VOG05962	10	10	Xu	REFSEQ hypothetical protein
VOG05963	10	10	Xu	REFSEQ hypothetical protein
VOG05964	10	10	Xu	REFSEQ hypothetical protein
VOG05965	10	10	Xu	REFSEQ hypothetical protein
VOG05966	10	10	Xu	REFSEQ hypothetical protein
VOG05967	10	10	Xu	REFSEQ hypothetical protein
VOG05968	10	10	Xu	REFSEQ tapemeasure protein
VOG05969	10	10	Xu	REFSEQ hypothetical protein
VOG05970	10	10	Xu	REFSEQ hypothetical protein
VOG05971	10	10	Xu	REFSEQ hypothetical protein
VOG05972	10	10	Xu	REFSEQ hypothetical protein
VOG05973	10	10	Xu	REFSEQ hypothetical protein
VOG05974	10	10	Xu	REFSEQ hypothetical protein
VOG05975	10	10	Xu	REFSEQ hypothetical protein
VOG05976	5	5	Xu	REFSEQ hypothetical protein
VOG05977	9	9	Xu	REFSEQ hypothetical protein
VOG05978	10	10	Xu	REFSEQ hypothetical protein
VOG05979	10	10	Xu	REFSEQ hypothetical protein
VOG05980	10	10	Xu	REFSEQ hypothetical protein
VOG05981	10	10	Xu	REFSEQ DnaJ-like chaperonin
VOG05982	163	148	XhXr	sp|O67125|DPO3A_AQUAE DNA polymerase III subunit alpha
VOG05983	10	10	Xu	REFSEQ hypothetical protein
VOG05984	10	10	Xu	REFSEQ hypothetical protein
VOG05985	10	10	Xu	REFSEQ hypothetical protein
VOG05986	5	5	Xu	REFSEQ hypothetical protein
VOG05987	12	12	Xu	REFSEQ hypothetical protein
VOG05988	15	15	Xu	REFSEQ hypothetical protein
VOG05989	15	15	Xu	REFSEQ hypothetical protein
VOG05990	15	15	Xu	REFSEQ single stranded DNA-binding protein
VOG05991	13	13	Xu	REFSEQ hypothetical protein
VOG05992	10	10	Xu	REFSEQ hypothetical protein
VOG05993	6	6	Xu	REFSEQ hypothetical protein
VOG05994	15	15	Xu	REFSEQ hypothetical protein
VOG05995	82	82	XhXr	sp|B7SSM2|DPOL_BPNF DNA polymerase
VOG05996	121	121	Xh	sp|Q92FD1|Y175_LISIN Uncharacterized protein Lin0175
VOG05997	76	76	XhXpXrXs	sp|P07534|DIT9_BPPZA Tail knob protein gp9
VOG05998	65	65	Xu	REFSEQ minor structural protein
VOG05999	76	76	XhXpXrXs	sp|P04332|PORTL_BPPH2 Portal protein
VOG06000	240	240	Xr	sp|P68928|TERS_BPSF6 Terminase small subunit
VOG06001	20	20	Xu	REFSEQ hypothetical protein
VOG06002	17	17	Xu	REFSEQ hypothetical protein
VOG06003	5	5	Xu	REFSEQ hypothetical protein
VOG06004	18	18	Xu	REFSEQ hypothetical protein
VOG06005	5	5	Xu	sp|P76160|YDFR_ECOLI Uncharacterized protein YdfR
VOG06006	16	16	Xu	REFSEQ DUF4014 family protein
VOG06007	6	6	Xu	REFSEQ hypothetical protein
VOG06008	52	52	Xu	sp|P11192|Y6K6_BPP22 Uncharacterized 6.6 kDa protein in eae-abc2 intergenic region
VOG06009	32	32	Xu	sp|P11191|ABC2_BPP22 Anti-RecBCD protein 2
VOG06010	24	24	Xu	REFSEQ recombinase
VOG06011	22	22	Xu	REFSEQ hypothetical protein
VOG06012	43	43	Xu	sp|P03758|VKIL_LAMBD Protein kil
VOG06013	41	41	Xp	sp|P03044|RPC3_LAMBD Protease inhibitor III
VOG06014	23	23	Xu	REFSEQ hypothetical protein
VOG06015	534	532	XhXr	sp|P03687|VG18_BPP22 DNA replication protein gp18
VOG06016	4	4	Xu	REFSEQ hypothetical protein
VOG06017	19	19	Xu	REFSEQ hypothetical protein
VOG06018	14	14	Xu	sp|P03767|NIND_LAMBD Protein ninD
VOG06019	44	44	Xu	sp|O48425|NINF_BPH19 Protein ninF
VOG06020	58	58	Xu	REFSEQ hypothetical protein
VOG06021	41	41	Xu	sp|P76161|REQ2_ECOLI Prophage antitermination protein Q homolog QuuQ
VOG06022	711	511	Xu	sp|O34449|YOQD_BACSU SPbeta prophage-derived putative antirepressor protein YoqD
VOG06023	70	70	Xu	REFSEQ baseplate wedge
VOG06024	58	58	Xu	REFSEQ hypothetical protein
VOG06025	65	64	Xu	REFSEQ hypothetical protein
VOG06026	37	37	Xu	REFSEQ hypothetical protein
VOG06027	58	58	Xu	REFSEQ hypothetical protein
VOG06028	21	21	Xu	REFSEQ hypothetical protein
VOG06029	40	40	Xu	REFSEQ hypothetical protein
VOG06030	18	18	Xu	REFSEQ hypothetical protein
VOG06031	8	8	Xh	sp|A8EVV4|CMOA_ARCB4 Carboxy-S-adenosyl-L-methionine synthase
VOG06032	43	43	Xu	REFSEQ hypothetical protein
VOG06033	118	118	Xu	REFSEQ hypothetical protein
VOG06034	8	8	Xu	REFSEQ hypothetical protein
VOG06035	6	6	Xh	sp|Q55752|RLPA_SYNY3 Probable endolytic peptidoglycan transglycosylase RlpA
VOG06036	3	3	Xu	REFSEQ hypothetical protein
VOG06037	63	63	Xh	sp|P70918|HSPB_BRADU Small heat shock protein HspB
VOG06038	13	13	Xu	REFSEQ hemagglutinin domain-containing protein
VOG06039	3	3	Xu	REFSEQ hypothetical protein
VOG06040	18	18	Xu	REFSEQ DNA replication initiation protein
VOG06041	26	26	XhXp	sp|O55247|G1P_BPPHL Gene 1 protein
VOG06042	7	7	Xu	REFSEQ hypothetical protein
VOG06043	7	7	Xu	REFSEQ hypothetical protein
VOG06044	10	10	Xr	sp|P68675|VHED_XANCP Phi-Lf prophage-derived helix-destabilizing protein
VOG06045	13	13	Xu	REFSEQ hypothetical protein
VOG06046	43	43	Xu	REFSEQ putative virion structural protein
VOG06047	43	43	Xu	REFSEQ putative virion structural protein
VOG06048	43	43	Xu	REFSEQ putative virion structural protein
VOG06049	13	13	Xu	REFSEQ hypothetical protein
VOG06050	13	13	Xu	REFSEQ hypothetical protein
VOG06051	13	13	Xu	REFSEQ hypothetical protein
VOG06052	33	33	Xh	sp|Q46636|AMSF_ERWAM Amylovoran biosynthesis protein AmsF
VOG06053	13	13	Xu	REFSEQ hypothetical protein
VOG06054	5	5	Xu	REFSEQ hypothetical protein
VOG06055	13	13	Xu	REFSEQ hypothetical protein
VOG06056	9	9	Xu	REFSEQ hypothetical protein
VOG06057	9	9	Xu	REFSEQ hypothetical protein
VOG06058	13	13	Xu	REFSEQ hypothetical protein
VOG06059	3	3	Xu	REFSEQ hypothetical protein
VOG06060	13	13	Xu	REFSEQ hypothetical protein
VOG06061	3	3	Xu	REFSEQ hypothetical protein
VOG06062	7	7	Xu	REFSEQ hypothetical protein
VOG06063	10	10	Xu	REFSEQ hypothetical protein
VOG06064	3	3	Xu	REFSEQ hypothetical protein
VOG06065	13	13	Xu	REFSEQ hypothetical protein
VOG06066	13	13	Xu	REFSEQ hypothetical protein
VOG06067	13	13	Xu	REFSEQ hypothetical protein
VOG06068	13	13	Xu	REFSEQ hypothetical protein
VOG06069	13	13	Xu	REFSEQ hypothetical protein
VOG06070	42	42	Xu	REFSEQ hypothetical protein
VOG06071	43	43	Xu	REFSEQ putative structural protein
VOG06072	3	3	Xu	REFSEQ hypothetical protein
VOG06073	7	7	Xu	REFSEQ hypothetical protein
VOG06074	3	3	Xu	REFSEQ hypothetical protein
VOG06075	3	3	Xu	REFSEQ hypothetical protein
VOG06076	3	3	Xu	REFSEQ hypothetical protein
VOG06077	9	9	Xu	REFSEQ hypothetical protein
VOG06078	9	9	Xu	REFSEQ hypothetical protein
VOG06079	13	13	Xu	REFSEQ hypothetical protein
VOG06080	3	3	Xu	REFSEQ hypothetical protein
VOG06081	7	7	Xu	REFSEQ hypothetical protein
VOG06082	7	7	Xu	REFSEQ hypothetical protein
VOG06083	13	13	Xu	REFSEQ hypothetical protein
VOG06084	43	43	Xu	REFSEQ hypothetical protein
VOG06085	43	43	Xu	REFSEQ putative virion structural protein
VOG06086	13	13	Xu	REFSEQ hypothetical protein
VOG06087	13	13	Xu	REFSEQ hypothetical protein
VOG06088	9	9	Xu	REFSEQ hypothetical protein
VOG06089	13	13	Xu	REFSEQ hypothetical protein
VOG06090	8	8	Xu	REFSEQ hypothetical protein
VOG06091	13	13	Xu	REFSEQ hypothetical protein
VOG06092	4	4	Xu	REFSEQ hypothetical protein
VOG06093	6	6	Xu	REFSEQ hypothetical protein
VOG06094	7	7	Xu	REFSEQ hypothetical protein
VOG06095	43	43	Xu	REFSEQ hypothetical protein
VOG06096	13	13	Xu	REFSEQ hypothetical protein
VOG06097	3	3	Xu	REFSEQ hypothetical protein
VOG06098	9	9	Xu	REFSEQ hypothetical protein
VOG06099	7	7	Xu	REFSEQ hypothetical protein
VOG06100	46	46	Xu	REFSEQ hypothetical protein
VOG06101	23	23	Xu	REFSEQ hypothetical protein
VOG06102	13	13	Xu	REFSEQ hypothetical protein
VOG06103	12	12	Xu	REFSEQ hypothetical protein
VOG06104	43	43	Xu	REFSEQ putative tail sheath protein
VOG06105	13	13	Xu	REFSEQ hypothetical protein
VOG06106	9	9	Xu	REFSEQ hypothetical protein
VOG06107	42	42	Xu	REFSEQ hypothetical protein
VOG06108	42	42	Xu	REFSEQ hypothetical protein
VOG06109	13	13	Xu	REFSEQ hypothetical protein
VOG06110	13	13	Xu	REFSEQ hypothetical protein
VOG06111	43	43	Xu	REFSEQ hypothetical protein
VOG06112	42	42	Xu	REFSEQ putative virion structural protein
VOG06113	13	13	Xu	REFSEQ hypothetical protein
VOG06114	42	42	Xu	REFSEQ hypothetical protein
VOG06115	9	9	Xu	REFSEQ hypothetical protein
VOG06116	13	13	Xu	REFSEQ hypothetical protein
VOG06117	13	13	Xu	REFSEQ hypothetical protein
VOG06118	5	5	Xu	REFSEQ hypothetical protein
VOG06119	13	13	Xu	REFSEQ hypothetical protein
VOG06120	9	9	Xu	REFSEQ hypothetical protein
VOG06121	13	13	Xu	REFSEQ hypothetical protein
VOG06122	43	43	Xu	REFSEQ hypothetical protein
VOG06123	46	46	Xu	REFSEQ hypothetical protein
VOG06124	13	13	Xu	REFSEQ hypothetical protein
VOG06125	43	43	Xu	REFSEQ hypothetical protein
VOG06126	46	46	Xu	REFSEQ hypothetical protein
VOG06127	13	13	Xu	REFSEQ hypothetical protein
VOG06128	42	42	Xu	REFSEQ hypothetical protein
VOG06129	43	43	Xu	REFSEQ hypothetical protein
VOG06130	43	43	Xu	REFSEQ hypothetical protein
VOG06131	39	39	Xu	REFSEQ hypothetical protein
VOG06132	44	44	Xu	REFSEQ putative DNA-directed RNA polymerase beta subunit
VOG06133	13	13	Xu	REFSEQ hypothetical protein
VOG06134	13	13	Xu	REFSEQ hypothetical protein
VOG06135	13	13	Xu	REFSEQ hypothetical protein
VOG06136	3	3	Xu	REFSEQ hypothetical protein
VOG06137	43	43	Xu	REFSEQ putative virion structural protein
VOG06138	43	43	Xu	REFSEQ putative virion structural protein
VOG06139	43	43	Xu	REFSEQ putative virion structural protein
VOG06140	13	13	Xu	REFSEQ hypothetical protein
VOG06141	3	3	Xu	REFSEQ hypothetical protein
VOG06142	7	7	Xu	REFSEQ hypothetical protein
VOG06143	9	9	Xu	REFSEQ hypothetical protein
VOG06144	3	3	Xu	REFSEQ hypothetical protein
VOG06145	3	3	Xu	REFSEQ hypothetical protein
VOG06146	43	43	Xu	REFSEQ hypothetical protein
VOG06147	43	43	Xu	REFSEQ putative virion structural protein
VOG06148	3	3	Xu	REFSEQ hypothetical protein
VOG06149	3	3	Xu	REFSEQ hypothetical protein
VOG06150	3	3	Xu	REFSEQ DUF4236 domain-containing protein
VOG06151	46	46	Xu	REFSEQ putative virion structural protein
VOG06152	13	13	Xu	REFSEQ hypothetical protein
VOG06153	5	5	Xu	REFSEQ hypothetical protein
VOG06154	3	3	Xu	REFSEQ hypothetical protein
VOG06155	7	7	Xu	REFSEQ hypothetical protein
VOG06156	13	13	Xu	REFSEQ hypothetical protein
VOG06157	3	3	Xu	REFSEQ hypothetical protein
VOG06158	8	8	Xu	REFSEQ hypothetical protein
VOG06159	4	4	Xu	REFSEQ hypothetical protein
VOG06160	10	10	Xu	REFSEQ hypothetical protein
VOG06161	4	4	Xu	REFSEQ hypothetical protein
VOG06162	3	3	Xu	REFSEQ Tail fiber protein
VOG06163	3	3	Xu	REFSEQ hypothetical protein
VOG06164	28	28	Xu	REFSEQ hypothetical protein
VOG06165	3	3	Xu	REFSEQ tail fiber protein
VOG06166	4	4	Xu	REFSEQ putative holin
VOG06167	3	3	Xu	REFSEQ hypothetical protein
VOG06168	8	8	Xu	REFSEQ DUF3797 domain-containing protein
VOG06169	3	3	Xu	REFSEQ hypothetical protein
VOG06170	3	3	Xu	REFSEQ hypothetical protein
VOG06171	9	9	Xu	REFSEQ hypothetical protein
VOG06172	72	72	Xh	sp|P07620|PARA_ECOLX Plasmid partition protein A
VOG06173	7	7	Xu	REFSEQ hypothetical protein
VOG06174	3	3	Xu	REFSEQ hypothetical protein
VOG06175	10	10	Xh	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW
VOG06176	4	4	Xu	REFSEQ hypothetical protein
VOG06177	6	6	Xu	REFSEQ hypothetical protein
VOG06178	8	8	Xu	REFSEQ hypothetical protein
VOG06179	16	16	Xu	REFSEQ hypothetical protein
VOG06180	10	10	Xu	REFSEQ hypothetical protein
VOG06181	4	4	Xu	REFSEQ hypothetical protein
VOG06182	9	9	Xu	REFSEQ hypothetical protein
VOG06183	41	41	Xu	REFSEQ hypothetical protein
VOG06184	539	394	Xu	sp|Q05241|VG32_BPML5 Gene 32 protein
VOG06185	35	35	Xu	REFSEQ hypothetical protein
VOG06186	171	171	Xu	sp|O64215|VG21_BPMD2 Gene 21 protein
VOG06187	500	500	Xu	sp|O64221|VG27_BPMD2 Minor tail protein Gp27
VOG06188	7	7	Xu	REFSEQ hypothetical protein
VOG06189	12	12	Xu	REFSEQ hypothetical protein
VOG06190	87	87	Xu	REFSEQ hypothetical protein
VOG06191	128	128	Xu	REFSEQ hypothetical protein
VOG06192	162	162	Xu	REFSEQ hypothetical protein
VOG06193	55	55	Xu	REFSEQ hypothetical protein
VOG06194	53	53	Xu	REFSEQ hypothetical protein
VOG06195	61	61	Xu	REFSEQ hypothetical protein
VOG06196	8	8	Xu	REFSEQ hypothetical protein
VOG06197	58	58	Xu	REFSEQ hypothetical protein
VOG06198	15	15	Xu	REFSEQ hypothetical protein
VOG06199	55	55	Xu	REFSEQ hypothetical protein
VOG06200	155	155	Xu	sp|O64239|VG49_BPMD2 Gene 49 protein
VOG06201	142	142	Xu	sp|O64242|VG52_BPMD2 Gene 52 protein
VOG06202	224	224	Xu	sp|O64249|VG58_BPMD2 Gene 58 protein
VOG06203	10	10	Xu	REFSEQ hypothetical protein
VOG06204	85	85	Xu	REFSEQ hypothetical protein
VOG06205	12	12	Xu	REFSEQ hypothetical protein
VOG06206	55	55	Xu	REFSEQ hypothetical protein
VOG06207	15	15	Xu	REFSEQ hypothetical protein
VOG06208	139	139	Xu	sp|O64255|VG63_BPMD2 Gene 63 protein
VOG06209	183	182	Xu	sp|Q05286|VG71_BPML5 Repressor-like immunity protein
VOG06210	125	125	Xu	sp|Q05291|VG76_BPML5 Gene 76 protein
VOG06211	6	6	Xu	REFSEQ hypothetical protein
VOG06212	18	18	Xu	REFSEQ hypothetical protein
VOG06213	99	96	Xu	REFSEQ hypothetical protein
VOG06214	107	107	Xu	REFSEQ hypothetical protein
VOG06215	5	5	Xu	REFSEQ hypothetical protein
VOG06216	33	33	Xu	REFSEQ hypothetical protein
VOG06217	41	41	Xu	REFSEQ hypothetical protein
VOG06218	96	96	Xu	sp|Q05294|VG79_BPML5 Gene 79 protein
VOG06219	9	9	Xu	REFSEQ hypothetical protein
VOG06220	20	20	Xu	REFSEQ hypothetical protein
VOG06221	84	84	Xu	sp|Q05224|VG18_BPML5 Gene 18 protein
VOG06222	94	94	Xu	REFSEQ hypothetical protein
VOG06223	65	65	Xu	sp|O64228|VG341_BPMD2 Gene 34.1 protein
VOG06224	4	4	Xu	REFSEQ hypothetical protein
VOG06225	20	20	Xu	REFSEQ hypothetical protein
VOG06226	12	12	Xu	REFSEQ hypothetical protein
VOG06227	4	4	Xu	REFSEQ hypothetical protein
VOG06228	7	7	Xu	REFSEQ hypothetical protein
VOG06229	54	54	Xh	sp|O64252|PRXH_BPMD2 Putative non-heme haloperoxidase
VOG06230	76	76	Xu	REFSEQ hypothetical protein
VOG06231	84	84	Xu	REFSEQ hypothetical protein
VOG06232	53	53	Xu	REFSEQ hypothetical protein
VOG06233	3	3	Xu	REFSEQ hypothetical protein
VOG06234	11	11	Xu	sp|Q05289|VG74_BPML5 Gene 74 protein
VOG06235	15	15	Xu	REFSEQ hypothetical protein
VOG06236	15	15	Xu	REFSEQ hypothetical protein
VOG06237	9	9	Xu	REFSEQ hypothetical protein
VOG06238	34	34	Xu	REFSEQ Ser/Thr kinase
VOG06239	23	23	Xu	sp|Q05295|VG80_BPML5 Gene 80 protein
VOG06240	25	25	Xu	REFSEQ hypothetical protein
VOG06241	5	5	Xu	REFSEQ hypothetical protein
VOG06242	46	46	Xu	REFSEQ hypothetical protein
VOG06243	6	6	Xu	REFSEQ hypothetical protein
VOG06244	9	9	Xu	REFSEQ glycosyltransferase
VOG06245	17	17	Xu	REFSEQ hypothetical protein
VOG06246	11	11	Xu	REFSEQ hypothetical protein
VOG06247	11	11	Xu	REFSEQ hypothetical protein
VOG06248	11	11	Xu	REFSEQ hypothetical protein
VOG06249	11	11	Xu	REFSEQ hypothetical protein
VOG06250	10	10	Xu	REFSEQ hypothetical protein
VOG06251	21	21	Xu	REFSEQ hypothetical protein
VOG06252	121	121	Xu	REFSEQ minor tail protein
VOG06253	187	187	Xu	REFSEQ minor tail protein
VOG06254	55	55	Xu	REFSEQ hypothetical protein
VOG06255	9	9	Xu	REFSEQ hypothetical protein
VOG06256	20	20	Xu	REFSEQ hypothetical protein
VOG06257	33	33	Xu	REFSEQ hypothetical protein
VOG06258	11	11	Xu	REFSEQ holin
VOG06259	4	4	Xu	REFSEQ hypothetical protein
VOG06260	5	5	Xu	REFSEQ hypothetical protein
VOG06261	7	7	Xu	REFSEQ hypothetical protein
VOG06262	12	12	Xu	REFSEQ hypothetical protein
VOG06263	11	11	Xu	REFSEQ hypothetical protein
VOG06264	88	86	Xu	sp|P24094|LSR2_MYCLE Nucleoid-associated protein Lsr2
VOG06265	9	9	Xu	REFSEQ hypothetical protein
